CASE,RAD?,TRIM?,MACH,RE,BETA,PHI,SREF,XCG,XMRP,LREF,LATREF,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,DEFL_1_5,DEFL_1_6,DEFL_1_7,DEFL_1_8,ALPHA,CN法向力系数,CM俯仰力矩系数,CA轴向力系数,CA_0B,CA_FB,CY侧向力系数,CLN偏航力矩系数,CLL,CL升力系数,CD阻力系数,CL/CD,X-C.P.,CNA,CMA,BA_CN,BA_CM,BA_CA,BA_CY,BA_CLN,BA_CLL,BA_CL,BA_CD,BA_CL/CD,BA_X-C.P.,BA_CNA,BA_CMA,CYB,CLNB,CLLB,BA_CYB,BA_CLNB,BA_CLLB
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2,-0.1143,0.194,0.336,0.3307,0.336,0.0571,-0.097,0,-0.1025,0.3398,-0.3017,-1.6972,0.0584,-0.1002,-0.01,-0.1404,0.3205,0.005,0.0702,0,0.0012,0.3207,0.0036,13.9965,0.0053,0.07,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1.5,-0.0852,0.1443,0.3363,0.331,0.3363,0.0568,-0.0962,0,-0.0764,0.3384,-0.2257,-1.6935,0.0578,-0.0984,-0.0073,-0.1054,0.3207,0.0049,0.0703,0,0.0011,0.3208,0.0033,14.3477,0.0053,0.0701,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1,-0.0565,0.0956,0.3365,0.3312,0.3365,0.0565,-0.0956,0,-0.0506,0.3374,-0.15,-1.6922,0.0571,-0.0967,-0.0047,-0.0703,0.3208,0.0047,0.0703,0,0.0009,0.3208,0.0027,14.8252,0.0051,0.0702,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-0.5,-0.0281,0.0476,0.3366,0.3313,0.3366,0.0562,-0.0952,0,-0.0252,0.3369,-0.0748,-1.693,0.0565,-0.0956,-0.0023,-0.0352,0.3209,0.0046,0.0704,0,0.0005,0.3209,0.0016,15.3368,0.0047,0.0703,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.3367,0.3314,0.3367,0.0561,-0.0951,0,0,0.3367,0,-1.5672,0.0562,-0.0952,0,0,0.3209,0.0045,0.0704,0,0,0.3209,0,15.7538,0.0046,0.0704,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0.5,0.0281,-0.0476,0.3366,0.3313,0.3366,0.0562,-0.0952,0,0.0252,0.3369,0.0748,-1.693,0.0565,-0.0956,0.0023,0.0352,0.3209,0.0046,0.0704,0,-0.0005,0.3209,-0.0016,15.3368,0.0047,0.0703,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1,0.0565,-0.0956,0.3365,0.3312,0.3365,0.0565,-0.0956,0,0.0506,0.3374,0.15,-1.6922,0.0571,-0.0967,0.0047,0.0703,0.3208,0.0047,0.0703,0,-0.0009,0.3208,-0.0027,14.8252,0.0051,0.0702,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1.5,0.0852,-0.1443,0.3363,0.331,0.3363,0.0568,-0.0962,0,0.0764,0.3384,0.2257,-1.6935,0.0578,-0.0984,0.0073,0.1054,0.3207,0.0049,0.0703,0,-0.0011,0.3208,-0.0033,14.3477,0.0053,0.0701,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2,0.1143,-0.194,0.336,0.3307,0.336,0.0571,-0.097,0,0.1025,0.3398,0.3017,-1.6972,0.0584,-0.1002,0.01,0.1404,0.3205,0.005,0.0702,0,-0.0012,0.3207,-0.0036,13.9965,0.0053,0.07,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2.5,0.1436,-0.2445,0.3356,0.3303,0.3356,0.0574,-0.0978,0,0.1288,0.3416,0.3771,-1.7028,0.0578,-0.1015,0.0127,0.1754,0.3203,0.0051,0.0701,0,-0.0013,0.3206,-0.0041,13.8286,0.0043,0.0701,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3,0.1721,-0.2955,0.3352,0.3299,0.3352,0.0573,-0.0984,0,0.1543,0.3438,0.4489,-1.7173,0.0559,-0.1023,0.0143,0.2105,0.32,0.0048,0.0701,0,-0.0024,0.3204,-0.0076,14.6916,0.002,0.0706,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3.5,0.1995,-0.3468,0.3347,0.3294,0.3347,0.0569,-0.0989,0,0.1787,0.3463,0.5159,-1.7387,0.0563,-0.1014,0.0147,0.246,0.3197,0.0042,0.0702,0,-0.0048,0.32,-0.0151,16.7092,0.0028,0.0702,0,0,0,0,0,0
1,0,0,0.9,110000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,4,0.2283,-0.3969,0.3342,0.3289,0.3342,0.0569,-0.0988,0,0.2045,0.3493,0.5853,-1.7382,0.0592,-0.099,0.0172,0.2807,0.3194,0.0043,0.0701,0,-0.0052,0.3198,-0.0161,16.3538,0.007,0.0689,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-4,-0.2092,0.3319,0.1019,0.0964,0.1019,0.0521,-0.0825,0,-0.2016,0.1163,-1.7333,-1.5868,0.0542,-0.0852,-0.0171,-0.2808,0.0952,0.0043,0.0701,0,-0.0104,0.0961,-0.1087,16.391,0.0058,0.0692,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3.5,-0.1823,0.2888,0.1036,0.098,0.1036,0.052,-0.0823,0,-0.1756,0.1145,-1.5339,-1.5842,0.0533,-0.0872,-0.0146,-0.246,0.0952,0.0042,0.0702,0,-0.0088,0.0959,-0.0919,16.7949,0.0041,0.0699,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3,-0.1559,0.2447,0.105,0.0995,0.105,0.0519,-0.0815,0,-0.1502,0.113,-1.3285,-1.5696,0.0519,-0.0872,-0.013,-0.2109,0.0951,0.0043,0.0702,0,-0.008,0.0957,-0.0841,16.1639,0.0025,0.0705,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2.5,-0.1304,0.2017,0.1063,0.1007,0.1063,0.0521,-0.0806,0,-0.1257,0.1119,-1.1235,-1.546,0.0521,-0.0854,-0.0122,-0.1755,0.0951,0.0049,0.0702,0,-0.008,0.0956,-0.0837,14.4386,0.0032,0.0704,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2,-0.1038,0.1593,0.1073,0.1018,0.1073,0.0519,-0.0796,0,-0.1,0.1109,-0.9021,-1.534,0.0532,-0.0837,-0.0098,-0.1405,0.0951,0.0049,0.0702,0,-0.0065,0.0954,-0.068,14.3182,0.0049,0.0701,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1.5,-0.0773,0.1179,0.1081,0.1026,0.1081,0.0515,-0.0786,0,-0.0744,0.1101,-0.676,-1.5261,0.0527,-0.0814,-0.0072,-0.1054,0.0951,0.0048,0.0703,0,-0.0047,0.0953,-0.0495,14.6219,0.0051,0.0701,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1,-0.0512,0.0778,0.1087,0.1032,0.1087,0.0512,-0.0778,0,-0.0493,0.1096,-0.4495,-1.5214,0.0518,-0.0793,-0.0047,-0.0703,0.0951,0.0047,0.0703,0,-0.003,0.0952,-0.0316,15.0565,0.0049,0.0702,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-0.5,-0.0254,0.0387,0.109,0.1035,0.109,0.0509,-0.0774,0,-0.0245,0.1093,-0.2242,-1.52,0.0512,-0.0778,-0.0023,-0.0352,0.0951,0.0045,0.0704,0,-0.0014,0.0951,-0.0151,15.5341,0.0047,0.0703,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.1092,0.1036,0.1092,0.0508,-0.0772,0,0,0.1092,0,-1.0437,0.0509,-0.0773,0,0,0.0951,0.0045,0.0704,0,0,0.0951,0,15.7732,0.0045,0.0704,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0.5,0.0254,-0.0387,0.109,0.1035,0.109,0.0509,-0.0774,0,0.0245,0.1093,0.2242,-1.52,0.0512,-0.0778,0.0023,0.0352,0.0951,0.0045,0.0704,0,0.0014,0.0951,0.0151,15.5341,0.0047,0.0703,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1,0.0512,-0.0778,0.1087,0.1032,0.1087,0.0512,-0.0778,0,0.0493,0.1096,0.4495,-1.5214,0.0518,-0.0793,0.0047,0.0703,0.0951,0.0047,0.0703,0,0.003,0.0952,0.0316,15.0565,0.0049,0.0702,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1.5,0.0773,-0.1179,0.1081,0.1026,0.1081,0.0515,-0.0786,0,0.0744,0.1101,0.676,-1.5261,0.0527,-0.0814,0.0072,0.1054,0.0951,0.0048,0.0703,0,0.0047,0.0953,0.0495,14.6219,0.0051,0.0701,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2,0.1038,-0.1593,0.1073,0.1018,0.1073,0.0519,-0.0796,0,0.1,0.1109,0.9021,-1.534,0.0532,-0.0837,0.0098,0.1405,0.0951,0.0049,0.0702,0,0.0065,0.0954,0.068,14.3182,0.0049,0.0701,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2.5,0.1304,-0.2017,0.1063,0.1007,0.1063,0.0521,-0.0806,0,0.1257,0.1119,1.1235,-1.546,0.0521,-0.0854,0.0122,0.1755,0.0951,0.0049,0.0702,0,0.008,0.0956,0.0837,14.4386,0.0032,0.0704,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3,0.1559,-0.2447,0.105,0.0995,0.105,0.0519,-0.0815,0,0.1502,0.113,1.3285,-1.5696,0.0519,-0.0872,0.013,0.2109,0.0951,0.0043,0.0702,0,0.008,0.0957,0.0841,16.1639,0.0025,0.0705,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3.5,0.1823,-0.2888,0.1036,0.098,0.1036,0.052,-0.0823,0,0.1756,0.1145,1.5339,-1.5842,0.0533,-0.0872,0.0146,0.246,0.0952,0.0042,0.0702,0,0.0088,0.0959,0.0919,16.7949,0.0041,0.0699,0,0,0,0,0,0
1,0,0,0.5,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,4,0.2092,-0.3319,0.1019,0.0964,0.1019,0.0521,-0.0825,0,0.2016,0.1163,1.7333,-1.5868,0.0542,-0.0852,0.0171,0.2808,0.0952,0.0043,0.0701,0,0.0104,0.0961,0.1087,16.391,0.0058,0.0692,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-4,-0.2115,0.3401,0.1022,0.0967,0.1022,0.0527,-0.0846,0,-0.2039,0.1167,-1.7473,-1.6077,0.0547,-0.0869,-0.0171,-0.2808,0.0957,0.0043,0.0701,0,-0.0104,0.0966,-0.1078,16.391,0.0058,0.0692,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3.5,-0.1844,0.2961,0.1038,0.0983,0.1038,0.0526,-0.0844,0,-0.1777,0.1149,-1.547,-1.6056,0.0538,-0.0891,-0.0146,-0.246,0.0957,0.0042,0.0702,0,-0.0088,0.0964,-0.0911,16.7949,0.0041,0.0699,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3,-0.1577,0.251,0.1053,0.0998,0.1053,0.0525,-0.0836,0,-0.152,0.1134,-1.3404,-1.5914,0.0524,-0.0891,-0.013,-0.2109,0.0956,0.0043,0.0702,0,-0.008,0.0962,-0.0834,16.1639,0.0025,0.0705,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2.5,-0.132,0.207,0.1065,0.101,0.1065,0.0528,-0.0827,0,-0.1272,0.1122,-1.134,-1.5682,0.0526,-0.0874,-0.0122,-0.1755,0.0956,0.0049,0.0702,0,-0.008,0.0961,-0.083,14.4386,0.0032,0.0704,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2,-0.1051,0.1636,0.1076,0.1021,0.1076,0.0525,-0.0817,0,-0.1013,0.1112,-0.9109,-1.5568,0.0537,-0.0858,-0.0098,-0.1405,0.0956,0.0049,0.0702,0,-0.0065,0.0959,-0.0674,14.3182,0.0049,0.0701,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1.5,-0.0782,0.1212,0.1084,0.1029,0.1084,0.0521,-0.0808,0,-0.0754,0.1104,-0.6828,-1.5494,0.0533,-0.0835,-0.0072,-0.1054,0.0956,0.0048,0.0703,0,-0.0047,0.0958,-0.0491,14.6219,0.0051,0.0701,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1,-0.0518,0.08,0.109,0.1035,0.109,0.0518,-0.08,0,-0.0499,0.1098,-0.4542,-1.5451,0.0525,-0.0814,-0.0047,-0.0703,0.0956,0.0047,0.0703,0,-0.003,0.0957,-0.0314,15.0565,0.0049,0.0702,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-0.5,-0.0258,0.0398,0.1093,0.1038,0.1093,0.0515,-0.0796,0,-0.0248,0.1095,-0.2265,-1.5439,0.0518,-0.08,-0.0023,-0.0352,0.0956,0.0045,0.0704,0,-0.0014,0.0956,-0.015,15.5341,0.0047,0.0703,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.1094,0.104,0.1094,0.0514,-0.0794,0,0,0.1094,0,-0.7702,0.0515,-0.0796,0,0,0.0956,0.0045,0.0704,0,0,0.0956,0,15.7732,0.0045,0.0704,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0.5,0.0258,-0.0398,0.1093,0.1038,0.1093,0.0515,-0.0796,0,0.0248,0.1095,0.2265,-1.5439,0.0518,-0.08,0.0023,0.0352,0.0956,0.0045,0.0704,0,0.0014,0.0956,0.015,15.5341,0.0047,0.0703,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1,0.0518,-0.08,0.109,0.1035,0.109,0.0518,-0.08,0,0.0499,0.1098,0.4542,-1.5451,0.0525,-0.0814,0.0047,0.0703,0.0956,0.0047,0.0703,0,0.003,0.0957,0.0314,15.0565,0.0049,0.0702,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1.5,0.0782,-0.1212,0.1084,0.1029,0.1084,0.0521,-0.0808,0,0.0754,0.1104,0.6828,-1.5494,0.0533,-0.0835,0.0072,0.1054,0.0956,0.0048,0.0703,0,0.0047,0.0958,0.0491,14.6219,0.0051,0.0701,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2,0.1051,-0.1636,0.1076,0.1021,0.1076,0.0525,-0.0817,0,0.1013,0.1112,0.9109,-1.5568,0.0537,-0.0858,0.0098,0.1405,0.0956,0.0049,0.0702,0,0.0065,0.0959,0.0674,14.3182,0.0049,0.0701,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2.5,0.132,-0.207,0.1065,0.101,0.1065,0.0528,-0.0827,0,0.1272,0.1122,1.134,-1.5682,0.0526,-0.0874,0.0122,0.1755,0.0956,0.0049,0.0702,0,0.008,0.0961,0.083,14.4386,0.0032,0.0704,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3,0.1577,-0.251,0.1053,0.0998,0.1053,0.0525,-0.0836,0,0.152,0.1134,1.3404,-1.5914,0.0524,-0.0891,0.013,0.2109,0.0956,0.0043,0.0702,0,0.008,0.0962,0.0834,16.1639,0.0025,0.0705,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3.5,0.1844,-0.2961,0.1038,0.0983,0.1038,0.0526,-0.0844,0,0.1777,0.1149,1.547,-1.6056,0.0538,-0.0891,0.0146,0.246,0.0957,0.0042,0.0702,0,0.0088,0.0964,0.0911,16.7949,0.0041,0.0699,0,0,0,0,0,0
1,0,0,0.6,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,4,0.2115,-0.3401,0.1022,0.0967,0.1022,0.0527,-0.0846,0,0.2039,0.1167,1.7473,-1.6077,0.0547,-0.0869,0.0171,0.2808,0.0957,0.0043,0.0701,0,0.0104,0.0966,0.1078,16.391,0.0058,0.0692,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-4,-0.2154,0.3533,0.104,0.0985,0.104,0.0537,-0.0879,0,-0.2077,0.1188,-1.7484,-1.6398,0.0553,-0.0891,-0.0171,-0.2808,0.0978,0.0043,0.0701,0,-0.0103,0.0987,-0.104,16.391,0.0058,0.0692,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3.5,-0.188,0.3081,0.1057,0.1003,0.1057,0.0536,-0.0878,0,-0.1812,0.117,-1.5481,-1.6391,0.0545,-0.0916,-0.0146,-0.246,0.0979,0.0042,0.0702,0,-0.0086,0.0986,-0.0877,16.7949,0.0041,0.0699,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3,-0.1609,0.2617,0.1073,0.1019,0.1073,0.0536,-0.0872,0,-0.1551,0.1156,-1.3413,-1.6265,0.0532,-0.0919,-0.013,-0.2109,0.098,0.0043,0.0702,0,-0.0079,0.0985,-0.0802,16.1639,0.0025,0.0705,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2.5,-0.1347,0.2162,0.1087,0.1032,0.1087,0.0539,-0.0864,0,-0.1299,0.1145,-1.1347,-1.6048,0.0535,-0.0905,-0.0122,-0.1755,0.098,0.0049,0.0702,0,-0.0079,0.0985,-0.0799,14.4386,0.0032,0.0704,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2,-0.1074,0.1712,0.1098,0.1043,0.1098,0.0537,-0.0856,0,-0.1035,0.1135,-0.9117,-1.5949,0.0547,-0.0891,-0.0098,-0.1405,0.0981,0.0049,0.0702,0,-0.0064,0.0984,-0.0649,14.3182,0.0049,0.0701,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1.5,-0.08,0.1271,0.1107,0.1052,0.1107,0.0533,-0.0847,0,-0.0771,0.1127,-0.6838,-1.5889,0.0543,-0.0872,-0.0072,-0.1054,0.0981,0.0048,0.0703,0,-0.0046,0.0983,-0.0472,14.6219,0.0051,0.0701,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1,-0.053,0.0841,0.1113,0.1058,0.1113,0.053,-0.0841,0,-0.0511,0.1122,-0.4551,-1.5858,0.0536,-0.0853,-0.0047,-0.0703,0.0982,0.0047,0.0703,0,-0.003,0.0982,-0.0301,15.0565,0.0049,0.0702,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-0.5,-0.0264,0.0418,0.1117,0.1062,0.1117,0.0528,-0.0836,0,-0.0254,0.1119,-0.227,-1.5854,0.053,-0.0841,-0.0023,-0.0352,0.0982,0.0045,0.0704,0,-0.0014,0.0982,-0.0143,15.5341,0.0047,0.0703,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.1118,0.1064,0.1118,0.0527,-0.0835,0,0,0.1118,0,-1.0653,0.0528,-0.0836,0,0,0.0982,0.0045,0.0704,0,0,0.0982,0,15.7732,0.0045,0.0704,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0.5,0.0264,-0.0418,0.1117,0.1062,0.1117,0.0528,-0.0836,0,0.0254,0.1119,0.227,-1.5854,0.053,-0.0841,0.0023,0.0352,0.0982,0.0045,0.0704,0,0.0014,0.0982,0.0143,15.5341,0.0047,0.0703,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1,0.053,-0.0841,0.1113,0.1058,0.1113,0.053,-0.0841,0,0.0511,0.1122,0.4551,-1.5858,0.0536,-0.0853,0.0047,0.0703,0.0982,0.0047,0.0703,0,0.003,0.0982,0.0301,15.0565,0.0049,0.0702,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1.5,0.08,-0.1271,0.1107,0.1052,0.1107,0.0533,-0.0847,0,0.0771,0.1127,0.6838,-1.5889,0.0543,-0.0872,0.0072,0.1054,0.0981,0.0048,0.0703,0,0.0046,0.0983,0.0472,14.6219,0.0051,0.0701,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2,0.1074,-0.1712,0.1098,0.1043,0.1098,0.0537,-0.0856,0,0.1035,0.1135,0.9117,-1.5949,0.0547,-0.0891,0.0098,0.1405,0.0981,0.0049,0.0702,0,0.0064,0.0984,0.0649,14.3182,0.0049,0.0701,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2.5,0.1347,-0.2162,0.1087,0.1032,0.1087,0.0539,-0.0864,0,0.1299,0.1145,1.1347,-1.6048,0.0535,-0.0905,0.0122,0.1755,0.098,0.0049,0.0702,0,0.0079,0.0985,0.0799,14.4386,0.0032,0.0704,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3,0.1609,-0.2617,0.1073,0.1019,0.1073,0.0536,-0.0872,0,0.1551,0.1156,1.3413,-1.6265,0.0532,-0.0919,0.013,0.2109,0.098,0.0043,0.0702,0,0.0079,0.0985,0.0802,16.1639,0.0025,0.0705,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3.5,0.188,-0.3081,0.1057,0.1003,0.1057,0.0536,-0.0878,0,0.1812,0.117,1.5481,-1.6391,0.0545,-0.0916,0.0146,0.246,0.0979,0.0042,0.0702,0,0.0086,0.0986,0.0877,16.7949,0.0041,0.0699,0,0,0,0,0,0
1,0,0,0.7,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,4,0.2154,-0.3533,0.104,0.0985,0.104,0.0537,-0.0879,0,0.2077,0.1188,1.7484,-1.6398,0.0553,-0.0891,0.0171,0.2808,0.0978,0.0043,0.0701,0,0.0103,0.0987,0.104,16.391,0.0058,0.0692,0,0,0,0,0,0
1,0,0,0.8,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-4,-0.2207,0.3712,0.1791,0.1737,0.1791,0.055,-0.0923,0,-0.2077,0.1941,-1.0699,-1.6818,0.0564,-0.0929,-0.0171,-0.2808,0.1732,0.0043,0.0701,0,-0.005,0.174,-0.0288,16.391,0.0058,0.0692,0,0,0,0,0,0
1,0,0,0.8,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3.5,-0.1926,0.324,0.181,0.1756,0.181,0.055,-0.0924,0,-0.1812,0.1924,-0.942,-1.6818,0.0557,-0.0957,-0.0146,-0.246,0.1734,0.0042,0.0702,0,-0.004,0.174,-0.0232,16.7949,0.0041,0.0699,0,0,0,0,0,0
1,0,0,0.8,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3,-0.165,0.2755,0.1826,0.1772,0.1826,0.0549,-0.0918,0,-0.1552,0.191,-0.8124,-1.67,0.0545,-0.0962,-0.013,-0.2109,0.1735,0.0043,0.0702,0,-0.0039,0.174,-0.0227,16.1639,0.0025,0.0705,0,0,0,0,0,0
1,0,0,0.8,120000000,-1,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2.5,-0.1382,0.2278,0.1841,0.1786,0.1841,0.0552,-0.0911,0,-0.13,0.1899,-0.6846,-1.6491,0.0548,-0.0949,-0.0122,-0.1755,0.1737,0.0049,0.0702,0,-0.0046,0.174,-0.0262,14.4386,0.0032,0.0704,0,0,0,0,0,0
